,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url,user_location,tweet_urls
10,b'KAbdulmouty',2020-09-28 17:38:30,b'RT @Jasmeet09660105: Exclusive #Breaking News for all #KhalistaniSupporters!! This video shows that #Khalistan is not at all a subject for\xe2\x80\xa6',"[{'text': 'Breaking', 'indices': [31, 40]}, {'text': 'KhalistaniSupporters', 'indices': [54, 75]}, {'text': 'Khalistan', 'indices': [100, 110]}]",23,0,,,[]
11,b'Mirakaurr',2020-09-28 17:35:29,"b""@Mirakaurr's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [79, 89]}]"
12,b'Mirakaurr',2020-09-28 17:31:53,"b""@Mirakaurr's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [79, 89]}]"
13,b'smeet7221',2020-09-28 17:30:00,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0,,,[]
14,b'roop_kauur',2020-09-28 17:21:11,b'Please just stop this rally . CM \n@capt_amarinder\n \nGherao #Modi #TruckRally\n30th Sept \n\nOnly Solution To\xe2\x80\xa6 https://t.co/yhR5k0LpFI',"[{'text': 'Modi', 'indices': [59, 64]}, {'text': 'TruckRally', 'indices': [65, 76]}]",0,2,,,"[{'url': 'https://t.co/yhR5k0LpFI', 'expanded_url': 'https://twitter.com/i/web/status/1310630647124328448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]"
15,b'SaintOrSinner30',2020-09-28 17:17:57,"b'RT @Neera_26: #Punjab is in deep sh!t!\nThe CM @capt_amarinder is talking&amp; behaving like a goon,getting chakka jam/rail roko done in his own\xe2\x80\xa6'","[{'text': 'Punjab', 'indices': [14, 21]}]",3,0,,Hyderabad,[]
16,b'diljit___',2020-09-28 17:13:27,b'@OpIndia_com Only solution for #Farmersbill2020 Is #SFJ #Khalistan on 30th September @capt_amarinder get ready for\xe2\x80\xa6 https://t.co/YLXpIvj3Mv',"[{'text': 'Farmersbill2020', 'indices': [31, 47]}, {'text': 'SFJ', 'indices': [51, 55]}, {'text': 'Khalistan', 'indices': [56, 66]}]",0,0,,pakistan,"[{'url': 'https://t.co/YLXpIvj3Mv', 'expanded_url': 'https://twitter.com/i/web/status/1310628703324590080', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
17,b'diljit___',2020-09-28 17:11:23,b'@OpIndia_com CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ\xe2\x80\xa6 https://t.co/3fpW6PDoVa',"[{'text': 'Modi', 'indices': [40, 45]}, {'text': 'TruckRally', 'indices': [46, 57]}, {'text': 'Farmersbill2020', 'indices': [82, 98]}, {'text': 'SFJ', 'indices': [102, 106]}]",0,0,,pakistan,"[{'url': 'https://t.co/3fpW6PDoVa', 'expanded_url': 'https://twitter.com/i/web/status/1310628183063101440', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]"
18,b'aughadd',2020-09-28 17:03:49,"b""RT @SimranK60419840: Oops! What happened in this video is going to break every #Khalistanis' dream of so-called #Khalistan. \xf0\x9f\x98\x82 But everyone\xe2\x80\xa6""","[{'text': 'Khalistanis', 'indices': [79, 91]}, {'text': 'Khalistan', 'indices': [112, 122]}]",26,0,,"Heptanesia, Modern Antarctica",[]
19,b'kaurr__Seeerat',2020-09-28 16:56:44,b'CM @capt_amarinder \nOnly Solution To #Farmersbill2020 Is #SFJ #Khalistan register your vote for Khalistan\xe2\x80\xa6 https://t.co/RVknjJXz9Y',"[{'text': 'Farmersbill2020', 'indices': [37, 53]}, {'text': 'SFJ', 'indices': [57, 61]}, {'text': 'Khalistan', 'indices': [62, 72]}]",0,0,,,"[{'url': 'https://t.co/RVknjJXz9Y', 'expanded_url': 'https://twitter.com/i/web/status/1310624494013288453', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]"
20,b'kaurr__Seeerat',2020-09-28 16:54:58,b'#PunjabFarmers\nAnd Sikhs of Punjab are showing power against #Modi by protesting against his policies. \n We will ge\xe2\x80\xa6 https://t.co/EnWjwNXFA3',"[{'text': 'PunjabFarmers', 'indices': [0, 14]}, {'text': 'Modi', 'indices': [61, 66]}]",0,0,,,"[{'url': 'https://t.co/EnWjwNXFA3', 'expanded_url': 'https://twitter.com/i/web/status/1310624052034318343', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
21,b'kaurr__Seeerat',2020-09-28 16:51:59,b'Get ready for #GheraoModi #TruckRally on \n30th Sept  \nThe Solution  #Farmersbill2020 and suffering of farmers is on\xe2\x80\xa6 https://t.co/UrIn4s7WWi',"[{'text': 'GheraoModi', 'indices': [14, 25]}, {'text': 'TruckRally', 'indices': [26, 37]}, {'text': 'Farmersbill2020', 'indices': [68, 84]}]",0,0,,,"[{'url': 'https://t.co/UrIn4s7WWi', 'expanded_url': 'https://twitter.com/i/web/status/1310623301002240008', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
22,b'varahiamma',2020-09-28 16:45:27,b'RT @KaranpreetDhil3: SFJ gunda Gang has launched another application on Google Play Store which has only motive to spread #Hate among #Sikh\xe2\x80\xa6',"[{'text': 'Hate', 'indices': [122, 127]}]",12,0,,,[]
23,b'KaramjotKaur15',2020-09-28 16:45:09,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",9,0,,,[]
24,b'Diljeet_Aroroa',2020-09-28 16:44:09,b'Get ready for Gherao #Modi #TruckRally on\n30th Sept.The Solution  #Farmersbill2020 and suffering of farmers is only\xe2\x80\xa6 https://t.co/vtldT9qYZ1',"[{'text': 'Modi', 'indices': [21, 26]}, {'text': 'TruckRally', 'indices': [27, 38]}, {'text': 'Farmersbill2020', 'indices': [66, 82]}]",0,0,,,"[{'url': 'https://t.co/vtldT9qYZ1', 'expanded_url': 'https://twitter.com/i/web/status/1310621327234142209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
25,b'Diljeet_Aroroa',2020-09-28 16:42:59,b'Get ready for Gherao #Modi #TruckRally on\n30th Sept.The Solution  #Farmersbill2020 and suffering of farmers is only\xe2\x80\xa6 https://t.co/RKtrdlQgIL',"[{'text': 'Modi', 'indices': [21, 26]}, {'text': 'TruckRally', 'indices': [27, 38]}, {'text': 'Farmersbill2020', 'indices': [66, 82]}]",0,0,,,"[{'url': 'https://t.co/RKtrdlQgIL', 'expanded_url': 'https://twitter.com/i/web/status/1310621035444817922', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
26,b'MahiiKaurr',2020-09-28 16:42:38,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan \nFarmers w\xe2\x80\xa6 https://t.co/AiC3obwLrl',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0,,,"[{'url': 'https://t.co/AiC3obwLrl', 'expanded_url': 'https://twitter.com/i/web/status/1310620945460137984', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
27,b'simrankaur911',2020-09-28 16:35:32,"b""@simrankaur911's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [83, 93]}]"
28,b'SafdarUmama',2020-09-28 16:35:30,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0,,,[]
29,b'simrankaur911',2020-09-28 16:34:34,"b""@simrankaur911's account has been withheld in India in response to a legal demand. Learn more.""",[],0,1,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [83, 93]}]"
30,b'GurjotS47284846',2020-09-28 16:28:46,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",16,0,,"Chandigarh, India",[]
31,b'MahiiKaurr',2020-09-28 16:24:28,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\xe2\x80\xa6 https://t.co/Z8SYdLoKLl',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0,,,"[{'url': 'https://t.co/Z8SYdLoKLl', 'expanded_url': 'https://twitter.com/i/web/status/1310616374994141184', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]"
32,b'GurjotS47284846',2020-09-28 16:23:48,"b'RT @ChiragdeepDahi1: #ShameOnKhalistaniSupporters, whoever has done this has no right to stay in our Punjab. They are requested to leave ou\xe2\x80\xa6'","[{'text': 'ShameOnKhalistaniSupporters', 'indices': [21, 49]}]",40,0,,"Chandigarh, India",[]
33,b'GurjotS47284846',2020-09-28 16:23:33,"b""RT @KaurVeera120596: Pannun &amp; minions, don't try so hard because you won't get it, neither the votes nor that so-called #Khalistan. Your bo\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [124, 134]}]",31,0,,"Chandigarh, India",[]
34,b'Mishkat62892190',2020-09-28 16:17:40,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0,,,[]
35,b'JP__088',2020-09-28 16:15:50,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",20,0,,,[]
36,b'mahebhagat',2020-09-28 16:13:29,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0,,"Bangalore,Bharat",[]
37,b'harpareet_singh',2020-09-28 16:13:01,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nTruck drivers! We urge you\n\nWe understand that the only fe\xe2\x80\xa6 https://t.co/x3oZsYOOjj',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}]",0,0,,,"[{'url': 'https://t.co/x3oZsYOOjj', 'expanded_url': 'https://twitter.com/i/web/status/1310613493171851265', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
38,b'Diljeet_Aroroa',2020-09-28 16:08:33,b'CM @capt_amarinder \nOnly Solution To #Farmersbill2020 Is #SFJ #Khalistan\n#Register2Vote2020\xe2\x80\xa6 https://t.co/WTz66OmLXd',"[{'text': 'Farmersbill2020', 'indices': [37, 53]}, {'text': 'SFJ', 'indices': [57, 61]}, {'text': 'Khalistan', 'indices': [62, 72]}, {'text': 'Register2Vote2020', 'indices': [73, 91]}]",0,0,,,"[{'url': 'https://t.co/WTz66OmLXd', 'expanded_url': 'https://twitter.com/i/web/status/1310612368578301952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [93, 116]}]"
39,b'harpareet_singh',2020-09-28 16:06:58,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nAll truck drives urged to reach Delhi!\n\nThe only visible s\xe2\x80\xa6 https://t.co/ZUXQFR4FNB',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}]",0,0,,,"[{'url': 'https://t.co/ZUXQFR4FNB', 'expanded_url': 'https://twitter.com/i/web/status/1310611972380069893', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
40,b'NaeemFa23458788',2020-09-28 16:05:34,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0,,,[]
41,b'HoneyKashaf',2020-09-28 15:56:14,b'RT @Charan_Jeet00: Have to stop #Modi from targeting Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 @aarishc @s_a\xe2\x80\xa6',"[{'text': 'Modi', 'indices': [32, 37]}, {'text': 'PunjabFarmers', 'indices': [62, 76]}, {'text': 'Khalistan', 'indices': [95, 105]}, {'text': 'Register2Vote2020', 'indices': [107, 125]}]",3,0,,Love PaK.Army.ISI⚘⚘,[]
42,b'HoneyKashaf',2020-09-28 15:55:51,b'RT @Charan_Jeet00: Farmers can register their vote on october and maximum they can register 25 votes and get 5000 grant money from SFJ and\xe2\x80\xa6',[],5,0,,Love PaK.Army.ISI⚘⚘,[]
43,b'peepal59',2020-09-28 15:53:07,"b'RT @Neera_26: #Punjab is in deep sh!t!\nThe CM @capt_amarinder is talking&amp; behaving like a goon,getting chakka jam/rail roko done in his own\xe2\x80\xa6'","[{'text': 'Punjab', 'indices': [14, 21]}]",3,0,,Hyderabad India,[]
44,b'radharaju18',2020-09-28 15:49:32,"b'RT @Neera_26: #Punjab is in deep sh!t!\nThe CM @capt_amarinder is talking&amp; behaving like a goon,getting chakka jam/rail roko done in his own\xe2\x80\xa6'","[{'text': 'Punjab', 'indices': [14, 21]}]",3,0,,,[]
45,b'themessydemon',2020-09-28 15:34:39,b'RT @Fuckeeeri: For the people asking for #Khalistan https://t.co/NyU3AyHP67',"[{'text': 'Khalistan', 'indices': [41, 51]}]",4,0,,"Varanasi, India",[]
46,b'iDevR9',2020-09-28 15:27:34,b'RT @KaranpreetDhil3: SFJ gunda Gang has launched another application on Google Play Store which has only motive to spread #Hate among #Sikh\xe2\x80\xa6',"[{'text': 'Hate', 'indices': [122, 127]}]",12,0,,"Hyderabad, India",[]
47,b'shasanchhabra99',2020-09-28 15:15:39,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",9,0,,Bhakker,[]
48,b'Jas_preet1984',2020-09-28 15:14:43,b'Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It\xe2\x80\xa6 https://t.co/fCkqGzQmty',"[{'text': 'Khalistan', 'indices': [72, 82]}]",9,28,,"Delhi, India","[{'url': 'https://t.co/fCkqGzQmty', 'expanded_url': 'https://twitter.com/i/web/status/1310598819961344000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
49,b'Paddy1981Paddy',2020-09-28 15:09:57,"b'RT @realSukhiChahal: Had a charming 1 hour long discussions on @TheKhalsaToday channel with President of Shiromani Akali Dal (Amritsar), 2\xe2\x80\xa6'",[],14,0,,,[]
50,b'Amberkaur111',2020-09-28 15:09:09,b'Gherao at Modi by a #TruckRally on 30th of the Sept. Our only solution is #Khalistan and justice to be prevailed?\xe2\x80\xa6 https://t.co/W2uRfFTXnu',"[{'text': 'TruckRally', 'indices': [20, 31]}, {'text': 'Khalistan', 'indices': [74, 84]}]",0,0,,,"[{'url': 'https://t.co/W2uRfFTXnu', 'expanded_url': 'https://twitter.com/i/web/status/1310597418744938497', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]"
51,b'Kakaababu',2020-09-28 15:07:53,b'They said the #Khalistan issue died.\n\nWell https://t.co/eoP0h8gKDr',"[{'text': 'Khalistan', 'indices': [14, 24]}]",1,4,,,"[{'url': 'https://t.co/eoP0h8gKDr', 'expanded_url': 'https://twitter.com/RajSharma1857/status/1310552946279546880', 'display_url': 'twitter.com/RajSharma1857/…', 'indices': [43, 66]}]"
52,b'Soniakaurr',2020-09-28 15:04:19,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \nWe do not accept this farmer bill. \n\nSolution To\xe2\x80\xa6 https://t.co/h5XkpVSxmJ',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}]",0,0,,,"[{'url': 'https://t.co/h5XkpVSxmJ', 'expanded_url': 'https://twitter.com/i/web/status/1310596205110603776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]"
53,b'Shafaqat75',2020-09-28 15:03:22,b'RT @Rizwansaib2: @Mimranmadina @adgpi @SikhPA There is no way left for #Modi except that he may freed Kashmir and vacant space in the way o\xe2\x80\xa6',"[{'text': 'Modi', 'indices': [71, 76]}]",4,0,,United Arab Emirates,[]
54,b'Rizwansaib2',2020-09-28 15:01:11,b'@Mimranmadina @adgpi @SikhPA There is no way left for #Modi except that he may freed Kashmir and vacant space in the way of #Khalistan',"[{'text': 'Modi', 'indices': [54, 59]}, {'text': 'Khalistan', 'indices': [124, 134]}]",4,11,,punjab,[]
55,b'sohnikaur_',2020-09-28 14:59:12,b'CM @capt_amarinder \nGherao #Modi #TruckRally\nOn 30th Sept as a Solution To #Farmersbill2020 as #SFJ is raising voic\xe2\x80\xa6 https://t.co/jEZsIhSlUx',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [75, 91]}, {'text': 'SFJ', 'indices': [95, 99]}]",0,0,,"Karachi, Pakistan","[{'url': 'https://t.co/jEZsIhSlUx', 'expanded_url': 'https://twitter.com/i/web/status/1310594915345276929', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
56,b'sanjana__7',2020-09-28 14:57:11,b'@OpIndia_com CM @capt_amarinder \n\nCapt Amarinder &amp; his power and doesn\xe2\x80\x99t care about people. Sikhs want their right\xe2\x80\xa6 https://t.co/W2hgzMZCGF',[],0,0,,,"[{'url': 'https://t.co/W2hgzMZCGF', 'expanded_url': 'https://twitter.com/i/web/status/1310594410405679104', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [120, 143]}]"
57,b'KaavniKk',2020-09-28 14:54:28,b'The solution to the #Farmersbill2020 Is #Khalistan \nCm \n@capt_amarinder\n GHERAO against Modi through #TruckRally on\xe2\x80\xa6 https://t.co/QDDIvdv7z4',"[{'text': 'Farmersbill2020', 'indices': [20, 36]}, {'text': 'Khalistan', 'indices': [40, 50]}, {'text': 'TruckRally', 'indices': [101, 112]}]",0,0,,,"[{'url': 'https://t.co/QDDIvdv7z4', 'expanded_url': 'https://twitter.com/i/web/status/1310593724280438785', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
58,b'KaavniKk',2020-09-28 14:50:26,b'The solution to the #Farmersbill2020 Is #Khalistan \nCm @capt_amarinder GHERAO against Modi through #TruckRally on t\xe2\x80\xa6 https://t.co/bdL1VlwdmJ',"[{'text': 'Farmersbill2020', 'indices': [20, 36]}, {'text': 'Khalistan', 'indices': [40, 50]}, {'text': 'TruckRally', 'indices': [99, 110]}]",0,0,,,"[{'url': 'https://t.co/bdL1VlwdmJ', 'expanded_url': 'https://twitter.com/i/web/status/1310592708961087495', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
59,b'Jatinde18331156',2020-09-28 14:50:14,"b""RT @KaurVeera120596: Pannun &amp; minions, don't try so hard because you won't get it, neither the votes nor that so-called #Khalistan. Your bo\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [124, 134]}]",31,0,,,[]
60,b'BAAP57282942',2020-09-28 14:42:59,"b'RT @KhalistanIsAJo1: #PakistanISI is the only mastermind behind every issue #Punjab is facing.\nWith the help of #SFJ, #Pakistan is using #S\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Punjab', 'indices': [76, 83]}, {'text': 'SFJ', 'indices': [112, 116]}, {'text': 'Pakistan', 'indices': [118, 127]}]",4,0,,,[]
61,b'Jatinde18331156',2020-09-28 14:39:57,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",16,0,,,[]
62,b'Soniakaurr',2020-09-28 14:38:31,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\xe2\x80\xa6 https://t.co/lZcDd0rmdA',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0,,,"[{'url': 'https://t.co/lZcDd0rmdA', 'expanded_url': 'https://twitter.com/i/web/status/1310589712474701824', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]"
63,b'guddiikaur',2020-09-28 14:38:30,"b""@OpIndia_com That is a right of our farmers don't took it as a darma.. It a justices way to protest for theirs live\xe2\x80\xa6 https://t.co/2aJz2FV1L9""",[],0,0,,"Karachi, Pakistan","[{'url': 'https://t.co/2aJz2FV1L9', 'expanded_url': 'https://twitter.com/i/web/status/1310589706388807681', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
64,b'ANLPRT',2020-09-28 14:37:17,b'@OpIndia_com CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept\nPass the bill. Give the rights of farmers\n\nSolu\xe2\x80\xa6 https://t.co/gAnG4clZ27',"[{'text': 'Modi', 'indices': [40, 45]}, {'text': 'TruckRally', 'indices': [46, 57]}]",0,0,,,"[{'url': 'https://t.co/gAnG4clZ27', 'expanded_url': 'https://twitter.com/i/web/status/1310589402125664256', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
65,b'ANLPRT',2020-09-28 14:35:04,b'@OpIndia_com CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ\xe2\x80\xa6 https://t.co/OpTx8Nu86q',"[{'text': 'Modi', 'indices': [40, 45]}, {'text': 'TruckRally', 'indices': [46, 57]}, {'text': 'Farmersbill2020', 'indices': [82, 98]}, {'text': 'SFJ', 'indices': [102, 106]}]",0,0,,,"[{'url': 'https://t.co/OpTx8Nu86q', 'expanded_url': 'https://twitter.com/i/web/status/1310588843092070400', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]"
66,b'Neera_26',2020-09-28 14:34:40,"b'#Punjab is in deep sh!t!\nThe CM @capt_amarinder is talking&amp; behaving like a goon,getting chakka jam/rail roko done\xe2\x80\xa6 https://t.co/riMiZQGuWE'","[{'text': 'Punjab', 'indices': [0, 7]}]",3,3,,india,"[{'url': 'https://t.co/riMiZQGuWE', 'expanded_url': 'https://twitter.com/i/web/status/1310588741149491200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [120, 143]}]"
