,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url
10,b'SitaraWrites',2020-09-28 20:56:43,"b'Come on New Zealand, get with the times, read the room #nzcannabis #Referendum2020 https://t.co/0tpIvJX6IF'","[{'text': 'nzcannabis', 'indices': [55, 66]}, {'text': 'Referendum2020', 'indices': [67, 82]}]",0,0,"[{'url': 'https://t.co/0tpIvJX6IF', 'expanded_url': 'https://twitter.com/meladoodle/status/1310682320999911425', 'display_url': 'twitter.com/meladoodle/sta…', 'indices': [83, 106]}]"
11,b'AnupSin70545478',2020-09-28 19:46:46,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
12,b'_lgtwo',2020-09-28 19:34:16,b'RT @ArvansisMusic: Listen the lastest @TheInfiltred #Dancehall track at https://t.co/DXhWfSai0S via #TelegramGroupLink \n#Listige #LGTWO #ar\xe2\x80\xa6',"[{'text': 'Dancehall', 'indices': [52, 62]}, {'text': 'TelegramGroupLink', 'indices': [100, 118]}, {'text': 'Listige', 'indices': [120, 128]}, {'text': 'LGTWO', 'indices': [129, 135]}]",6,0,"[{'url': 'https://t.co/DXhWfSai0S', 'expanded_url': 'https://t.me/paragonmusicofficial', 'display_url': 't.me/paragonmusicof…', 'indices': [72, 95]}]"
13,b'ashish_satnani',2020-09-28 18:07:03,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
14,b'Amarjot42854873',2020-09-28 18:01:31,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
15,b'DayTraderBT',2020-09-28 17:52:17,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0,[]
16,b'LGTWOsupport',2020-09-28 17:50:05,b'RT @ArvansisMusic: Listen the lastest @TheInfiltred #Dancehall track at https://t.co/DXhWfSai0S via #TelegramGroupLink \n#Listige #LGTWO #ar\xe2\x80\xa6',"[{'text': 'Dancehall', 'indices': [52, 62]}, {'text': 'TelegramGroupLink', 'indices': [100, 118]}, {'text': 'Listige', 'indices': [120, 128]}, {'text': 'LGTWO', 'indices': [129, 135]}]",6,0,"[{'url': 'https://t.co/DXhWfSai0S', 'expanded_url': 'https://t.me/paragonmusicofficial', 'display_url': 't.me/paragonmusicof…', 'indices': [72, 95]}]"
17,b'Purneawala3',2020-09-28 17:43:28,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0,[]
18,b'smeet7221',2020-09-28 17:30:00,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0,[]
19,b'smeet7221',2020-09-28 17:29:29,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,[]
20,b'LGTWOLinkDrop',2020-09-28 17:05:26,b'RT @ArvansisMusic: Listen the lastest @TheInfiltred #Dancehall track at https://t.co/DXhWfSai0S via #TelegramGroupLink \n#Listige #LGTWO #ar\xe2\x80\xa6',"[{'text': 'Dancehall', 'indices': [52, 62]}, {'text': 'TelegramGroupLink', 'indices': [100, 118]}, {'text': 'Listige', 'indices': [120, 128]}, {'text': 'LGTWO', 'indices': [129, 135]}]",6,0,"[{'url': 'https://t.co/DXhWfSai0S', 'expanded_url': 'https://t.me/paragonmusicofficial', 'display_url': 't.me/paragonmusicof…', 'indices': [72, 95]}]"
21,b'atulsubodh',2020-09-28 16:19:49,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
22,b'mahebhagat',2020-09-28 16:12:49,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
23,b'JagtarS81109262',2020-09-28 15:36:17,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",25,0,[]
24,b'JustPurePos',2020-09-28 15:14:18,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,[]
25,b'ChopraDilpreet',2020-09-28 14:16:55,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,[]
26,b'Harpree03199052',2020-09-28 13:29:31,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
27,b'SaneSpeak',2020-09-28 11:38:28,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
28,b'Benjaminizu1',2020-09-28 11:36:31,b'RT @EzeobiZ: @EmekaGift @antonioguterres @realDonaldTrump @netanyahu @EmmanuelMacron What we #IPOB are seeking for is @UN organised #Refere\xe2\x80\xa6',"[{'text': 'IPOB', 'indices': [93, 98]}]",3,0,[]
29,b'PrabhjotJuneja1',2020-09-28 11:21:56,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
30,b'Diptang01274703',2020-09-28 11:00:04,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
31,b'Raky_35',2020-09-28 10:39:49,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
32,b'bharativamsi',2020-09-28 10:20:39,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
33,b'ResurgentIndia6',2020-09-28 10:06:42,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
34,b'sharmayogesh27',2020-09-28 09:27:09,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
35,b'JTochimike',2020-09-28 09:18:43,"b""RT @JTochimike: @MobilePunch @Homeleopard So even FG-Presidency and other regions now agree and discuss the so-called ''No Go Area''- Niger\xe2\x80\xa6""",[],1,0,[]
36,b'JTochimike',2020-09-28 09:07:55,"b""@MobilePunch @Homeleopard So even FG-Presidency and other regions now agree and discuss the so-called ''No Go Area'\xe2\x80\xa6 https://t.co/F9KxtTC3dF""",[],1,0,"[{'url': 'https://t.co/F9KxtTC3dF', 'expanded_url': 'https://twitter.com/i/web/status/1310506511513382913', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
37,b'Gurpree91384693',2020-09-28 08:38:57,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
38,b'singhsahab2020',2020-09-28 08:34:01,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
39,b'chowkidar_first',2020-09-28 08:26:30,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
40,b'deathcold666',2020-09-28 08:13:48,"b'RT @Singh_Gurmeeet: Mr. #Pannun, this #door to door campaign is going to be a super failure too. Just like all of your other campaigns #Nah\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [24, 31]}, {'text': 'door', 'indices': [38, 43]}]",1,0,[]
41,b'navjot67524267',2020-09-28 07:54:02,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
42,b'Gate_Capital_Uk',2020-09-28 07:15:24,b'RT @DW1449: @Unathi_Kwaza @NemukulaZandile We need a referendum to get rid of this thieving corrupt swamp ANC #ANCMustFall #ANCLostControl\xe2\x80\xa6',"[{'text': 'ANCMustFall', 'indices': [110, 122]}, {'text': 'ANCLostControl', 'indices': [123, 138]}]",1,0,[]
43,b'Piper_Anna',2020-09-28 07:13:08,b'I agree. I don\xe2\x80\x99t people who voted leave expected what has unfolded since.\n\n#BrexitShambles #BrexitReality #brexit\xe2\x80\xa6 https://t.co/Z7CSqSL3vZ',"[{'text': 'BrexitShambles', 'indices': [75, 90]}, {'text': 'BrexitReality', 'indices': [91, 105]}, {'text': 'brexit', 'indices': [106, 113]}]",0,0,"[{'url': 'https://t.co/Z7CSqSL3vZ', 'expanded_url': 'https://twitter.com/i/web/status/1310477628034473990', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]"
44,b'Pariksit2203',2020-09-28 06:45:04,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
45,b'SinghGurprabh',2020-09-28 06:43:25,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
46,b'RajAror41292475',2020-09-28 06:42:02,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
47,b'EkNoor1515',2020-09-28 06:37:05,b'RT @Randhee25160680: The law-enforcement agencies in different states were alerted after the banned Pro-Khalistan group Sikhs For Justice (\xe2\x80\xa6',[],14,0,[]
48,b'JimmyKaur3',2020-09-28 06:37:02,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
49,b'JimmyKaur3',2020-09-28 06:36:38,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
50,b'RakeshA12572734',2020-09-28 06:31:33,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",25,0,[]
51,b'EkNoor1515',2020-09-28 06:29:37,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",25,0,[]
52,b'JimmyKaur3',2020-09-28 06:20:14,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
53,b'JimmyKaur3',2020-09-28 06:20:00,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,[]
54,b'hleenKaur70',2020-09-28 06:11:03,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
55,b'ResurgentIndia6',2020-09-28 05:53:10,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
56,b'KaurVeera120596',2020-09-28 05:49:23,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
57,b'Singh_Gurmeeet',2020-09-28 05:42:29,"b'Mr. #Pannun, this #door to door campaign is going to be a super failure too. Just like all of your other campaigns\xe2\x80\xa6 https://t.co/wXitAnMIDp'","[{'text': 'Pannun', 'indices': [4, 11]}, {'text': 'door', 'indices': [18, 23]}]",1,1,"[{'url': 'https://t.co/wXitAnMIDp', 'expanded_url': 'https://twitter.com/i/web/status/1310454816498356225', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
58,b'ManishPangotra5',2020-09-28 05:36:07,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
59,b'Navneet02598262',2020-09-28 05:27:28,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
60,b'imkd10',2020-09-28 05:21:47,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
61,b'amankalia5',2020-09-28 05:17:14,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0,[]
62,b'Gsimran07',2020-09-28 05:12:55,"b'Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too.\xe2\x80\xa6 https://t.co/w8n23RebNO'","[{'text': 'Pannun', 'indices': [38, 45]}, {'text': 'door', 'indices': [52, 57]}]",9,19,"[{'url': 'https://t.co/w8n23RebNO', 'expanded_url': 'https://twitter.com/i/web/status/1310447371738808320', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]"
63,b'bhukta4_bhukta',2020-09-28 05:09:20,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
64,b'RakeshA12572734',2020-09-28 05:06:00,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
65,b'Himansh96074862',2020-09-28 05:03:53,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
66,b'KaurVeera120596',2020-09-28 05:00:54,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
67,b'fraidycat4',2020-09-28 04:58:49,"b'RT @aaronbirdnz: If you vote NO (or don\xe2\x80\x99t vote) on the Cannabis Legalisation and Control Bill, then Peter Dunn is cooler than you. #nzpol #\xe2\x80\xa6'","[{'text': 'nzpol', 'indices': [131, 137]}]",1,0,[]
68,b'dynamicsach',2020-09-28 04:56:15,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
69,b'Aditya79654415',2020-09-28 04:54:00,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
70,b'dynamicsach',2020-09-28 04:53:59,"b'RT @KaurVeera120596: #PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of Indian P\xe2\x80\xa6'","[{'text': 'PakistanISI', 'indices': [21, 33]}, {'text': 'Referendum2020', 'indices': [43, 58]}, {'text': 'SikhCommunity', 'indices': [86, 100]}, {'text': 'Sikhyouth', 'indices': [117, 127]}]",16,0,[]
71,b'KaurVeera120596',2020-09-28 04:52:33,"b'#PakistanISI keep the #Referendum2020 ball rolling to target the #SikhCommunity, especially the #Sikhyouth of India\xe2\x80\xa6 https://t.co/j8vcryOBfo'","[{'text': 'PakistanISI', 'indices': [0, 12]}, {'text': 'Referendum2020', 'indices': [22, 37]}, {'text': 'SikhCommunity', 'indices': [65, 79]}, {'text': 'Sikhyouth', 'indices': [96, 106]}]",16,33,"[{'url': 'https://t.co/j8vcryOBfo', 'expanded_url': 'https://twitter.com/i/web/status/1310442246597083137', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
72,b'aaronbirdnz',2020-09-28 04:48:39,"b'If you vote NO (or don\xe2\x80\x99t vote) on the Cannabis Legalisation and Control Bill, then Peter Dunn is cooler than you. #nzpol #Referendum2020'","[{'text': 'nzpol', 'indices': [114, 120]}, {'text': 'Referendum2020', 'indices': [121, 136]}]",1,6,[]
73,b'nealx28',2020-09-28 02:48:13,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
74,b'Diptang01274703',2020-09-28 02:43:15,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
75,b'vishnunayak07',2020-09-28 02:40:50,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,[]
76,b'UnitedSikh1964',2020-09-28 02:33:59,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,[]
