,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url,user_location,tweet_urls
10,b'Amir14328923',2020-10-03 06:33:05,"b'RT @gohar_maheen: Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44 #studentsprotestwith\xe2\x80\xa6'","[{'text': 'COVID19', 'indices': [73, 81]}, {'text': 'thealbum', 'indices': [85, 94]}, {'text': 'fridaymotivation', 'indices': [98, 115]}]",5,0,,,[]
11,b'Abdulla52521512',2020-10-03 06:31:50,"b'RT @gohar_maheen: Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44 #studentsprotestwith\xe2\x80\xa6'","[{'text': 'COVID19', 'indices': [73, 81]}, {'text': 'thealbum', 'indices': [85, 94]}, {'text': 'fridaymotivation', 'indices': [98, 115]}]",5,0,,"Punjab, Pakistan",[]
12,b'gohar_maheen',2020-10-03 06:28:44,"b'Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44\xe2\x80\xa6 https://t.co/EmbIQSg9Ap'","[{'text': 'COVID19', 'indices': [55, 63]}, {'text': 'thealbum', 'indices': [67, 76]}, {'text': 'fridaymotivation', 'indices': [80, 97]}]",5,1,,,"[{'url': 'https://t.co/EmbIQSg9Ap', 'expanded_url': 'https://twitter.com/i/web/status/1312278391157121025', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [102, 125]}]"
13,b'JimmyKaur3',2020-10-03 06:26:15,b'RT @Manjind06428833: SFJ was also found to be in close touch with other Pak-sponsored Islamist militant outfits and their activities to get\xe2\x80\xa6',[],10,0,,,[]
14,b'JimmyKaur3',2020-10-03 06:26:11,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,,[]
15,b'MianNad24298814',2020-10-03 06:16:35,b'RT @ShahzaibKasra4: #Khalistan #\xd8\xb9\xd8\xb2\xd8\xaa_\xda\xa9\xdb\x8c_\xd8\xb2\xd9\x86\xd8\xaf\xda\xaf\xdb\x8c_\xd8\xac\xdb\x8c\xd8\xa6\xdb\x8c\xda\xba_\xda\xaf\xdb\x92\nIn Sha ALLAH\nAMEEN https://t.co/8Islz4oBsk',"[{'text': 'Khalistan', 'indices': [20, 30]}, {'text': 'عزت_کی_زندگی_جیئیں_گے', 'indices': [31, 53]}]",7,0,,"Lahore, Pakistan",[]
16,b'Charan_Jeet00',2020-10-03 05:56:01,b'#Modi @PMOIndia FAILED #PunjabFarmers \n#SFJ Releases $1Million Aid For \n#Haryana #Punjab #Farmers\nStop\xe2\x80\xa6 https://t.co/EAFgtA9OrB',"[{'text': 'Modi', 'indices': [0, 5]}, {'text': 'PunjabFarmers', 'indices': [23, 37]}, {'text': 'SFJ', 'indices': [39, 43]}, {'text': 'Haryana', 'indices': [72, 80]}, {'text': 'Punjab', 'indices': [81, 88]}, {'text': 'Farmers', 'indices': [89, 97]}]",0,0,,,"[{'url': 'https://t.co/EAFgtA9OrB', 'expanded_url': 'https://twitter.com/i/web/status/1312270158581374976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
17,b'mohantyamit006',2020-10-03 05:54:19,b'RT @Manjind06428833: SFJ was also found to be in close touch with other Pak-sponsored Islamist militant outfits and their activities to get\xe2\x80\xa6',[],10,0,,,[]
18,b'Shilpa0226',2020-10-03 05:52:42,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,India,[]
19,b'KishorTrivedi7',2020-10-03 05:47:05,"b'RT @JimmyKaur3: #Pannun and other #KhalistaniSupporters, please try to understand that if you are asking a question to #Sikhs that ""Do you\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [16, 23]}, {'text': 'KhalistaniSupporters', 'indices': [34, 55]}, {'text': 'Sikhs', 'indices': [119, 125]}]",5,0,,,[]
20,b'RBhanishali',2020-10-03 05:47:03,"b'RT @JimmyKaur3: #Pannun and other #KhalistaniSupporters, please try to understand that if you are asking a question to #Sikhs that ""Do you\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [16, 23]}, {'text': 'KhalistaniSupporters', 'indices': [34, 55]}, {'text': 'Sikhs', 'indices': [119, 125]}]",5,0,,bhuj Gujarat ,[]
21,b'JimmyKaur3',2020-10-03 05:46:29,"b'RT @JimmyKaur3: #Pannun and other #KhalistaniSupporters, please try to understand that if you are asking a question to #Sikhs that ""Do you\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [16, 23]}, {'text': 'KhalistaniSupporters', 'indices': [34, 55]}, {'text': 'Sikhs', 'indices': [119, 125]}]",5,0,,,[]
22,b'singksssking',2020-10-03 05:36:00,b'#Modi @PMOIndia FAILED #PunjabFarmers \n#SFJ Releases $1Million Aid For \n#Haryana #Punjab #Farmers\nStop\xe2\x80\xa6 https://t.co/Qo7qtoqNJd',"[{'text': 'Modi', 'indices': [0, 5]}, {'text': 'PunjabFarmers', 'indices': [23, 37]}, {'text': 'SFJ', 'indices': [39, 43]}, {'text': 'Haryana', 'indices': [72, 80]}, {'text': 'Punjab', 'indices': [81, 88]}, {'text': 'Farmers', 'indices': [89, 97]}]",0,0,,,"[{'url': 'https://t.co/Qo7qtoqNJd', 'expanded_url': 'https://twitter.com/i/web/status/1312265120559640576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
23,b'gohar_maheen',2020-10-03 05:34:42,"b'RT @TopTrendsWatch: Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44 #studentsprotestwi\xe2\x80\xa6'","[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'thealbum', 'indices': [87, 96]}, {'text': 'fridaymotivation', 'indices': [100, 117]}]",10,0,,,[]
24,b'mayankpratap',2020-10-03 05:34:04,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,"Chandigarh, India",[]
25,b'TopTrendsWatch',2020-10-03 05:30:04,"b'Trending Topics in Pakistan on 03-Oct-20, 10:30:04\n\n41 #covid19\n42 #bachakhaniconofpeace\n43 #thegroup\n44\xe2\x80\xa6 https://t.co/vsKTd3z1od'","[{'text': 'covid19', 'indices': [55, 63]}, {'text': 'bachakhaniconofpeace', 'indices': [67, 88]}, {'text': 'thegroup', 'indices': [92, 101]}]",0,0,,Pakistan,"[{'url': 'https://t.co/vsKTd3z1od', 'expanded_url': 'https://twitter.com/i/web/status/1312263629631352838', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]"
26,b'JimmyKaur3',2020-10-03 05:24:10,"b'#Pannun and other #KhalistaniSupporters, please try to understand that if you are asking a question to #Sikhs that\xe2\x80\xa6 https://t.co/PgdgGD59wN'","[{'text': 'Pannun', 'indices': [0, 7]}, {'text': 'KhalistaniSupporters', 'indices': [18, 39]}, {'text': 'Sikhs', 'indices': [103, 109]}]",5,12,,,"[{'url': 'https://t.co/PgdgGD59wN', 'expanded_url': 'https://twitter.com/i/web/status/1312262144616931329', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
27,b'NetizenParo',2020-10-03 05:22:07,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,"Texas, USA",[]
28,b'NetizenParo',2020-10-03 05:19:35,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,"Texas, USA",[]
29,b'Krishna18376061',2020-10-03 05:16:17,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,Lucknow,[]
30,b'Gurpree91384693',2020-10-03 05:09:21,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,,[]
31,b'Gurpree91384693',2020-10-03 05:09:08,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,,[]
32,b'ShahzebVance',2020-10-03 05:07:24,"b'RT @ShiningSadaf: All oppressed, enslaved &amp; subjugated Nations are rising up against RSS Hindutva based Fascist Apartheid Regime in India.\xe2\x80\xa6'",[],88,0,,ISLAMABAD,[]
33,b'param_paramveer',2020-10-03 05:00:45,"b""@param_paramveer's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [85, 95]}]"
34,b'wartalaap',2020-10-03 05:00:08,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,,[]
35,b'wartalaap',2020-10-03 04:59:27,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,,[]
36,b'SaneSpeak',2020-10-03 04:56:07,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,,[]
37,b'f18_er',2020-10-03 04:53:15,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\nemily\nTeal\nshah abdul latif bhittai\n#TrumpTestsPositive\n#khalistan\n#qadianiyyat_isn\xe2\x80\xa6',"[{'text': 'TrumpTestsPositive', 'indices': [92, 111]}, {'text': 'khalistan', 'indices': [112, 122]}]",3,0,,Pakistan ,[]
38,b'reachkbt',2020-10-03 04:51:50,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,Earth,[]
39,b'naikayush1',2020-10-03 04:49:45,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,"Surat, India",[]
40,b'kaulkiran',2020-10-03 04:48:37,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,Chandigarh,[]
41,b'ls0284132',2020-10-03 04:30:31,"b'RT @JimmyKaur3: #Pannun says that it will work. But it never works. Dear #Khalistani supporters, the main reasons for this are; Pannun is a\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [16, 23]}, {'text': 'Khalistani', 'indices': [73, 84]}]",16,0,,,[]
42,b'TopTrendsWatch',2020-10-03 04:30:04,"b'Trending Topics in Pakistan on 03-Oct-20, 09:30:05\n\n41 #NehalHashmi\n42 #bachakhaniconofpeace\n43 #thegroup\n44\xe2\x80\xa6 https://t.co/dgcm7tYCZz'","[{'text': 'NehalHashmi', 'indices': [55, 67]}, {'text': 'bachakhaniconofpeace', 'indices': [71, 92]}, {'text': 'thegroup', 'indices': [96, 105]}]",0,0,,Pakistan,"[{'url': 'https://t.co/dgcm7tYCZz', 'expanded_url': 'https://twitter.com/i/web/status/1312248531009376256', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]"
43,b'Riz355',2020-10-03 04:25:47,b'RT @ShahzaibKasra4: #Khalistan #\xd8\xb9\xd8\xb2\xd8\xaa_\xda\xa9\xdb\x8c_\xd8\xb2\xd9\x86\xd8\xaf\xda\xaf\xdb\x8c_\xd8\xac\xdb\x8c\xd8\xa6\xdb\x8c\xda\xba_\xda\xaf\xdb\x92\nIn Sha ALLAH\nAMEEN https://t.co/8Islz4oBsk',"[{'text': 'Khalistan', 'indices': [20, 30]}, {'text': 'عزت_کی_زندگی_جیئیں_گے', 'indices': [31, 53]}]",7,0,,"Lahore, Pakistan",[]
44,b'SumanSh58123278',2020-10-03 04:24:54,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,"जम्मू औरकश्मीर,UT, जम्बुद्वीप ",[]
45,b'SaneSpeak',2020-10-03 04:24:20,b'RT @Manjind06428833: SFJ was also found to be in close touch with other Pak-sponsored Islamist militant outfits and their activities to get\xe2\x80\xa6',[],10,0,,,[]
46,b'SumanSh58123278',2020-10-03 04:20:27,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,"जम्मू औरकश्मीर,UT, जम्बुद्वीप ",[]
47,b'rik8488',2020-10-03 04:14:22,"b'RT @Sukhlee72644266: #Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution to\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}, {'text': 'Pannun', 'indices': [51, 58]}, {'text': 'SikhCommunity', 'indices': [88, 102]}, {'text': 'Khalistan', 'indices': [112, 122]}]",11,0,,"Ayodhya, India",[]
48,b'AtanuAdhikari15',2020-10-03 04:09:36,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,,[]
49,b'Sukhlee72644266',2020-10-03 04:07:21,"b'#Khalistan? Really! Oh please #Pannun for once, be honest with the #SikhCommunity. How can #Khalistan be a solution\xe2\x80\xa6 https://t.co/wDWd2Chyw2'","[{'text': 'Khalistan', 'indices': [0, 10]}, {'text': 'Pannun', 'indices': [30, 37]}, {'text': 'SikhCommunity', 'indices': [67, 81]}, {'text': 'Khalistan', 'indices': [91, 101]}]",11,28,,,"[{'url': 'https://t.co/wDWd2Chyw2', 'expanded_url': 'https://twitter.com/i/web/status/1312242813128466434', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
50,b'GirrajGurjar00',2020-10-03 04:06:42,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,kota rajasthan,[]
51,b'p_skushwaha',2020-10-03 04:05:56,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,"Gorakhpur, India",[]
52,b'rehanvinod',2020-10-03 04:05:34,b'RT @Sanpree62321337: The idea of a #Sikh homeland - Khalistan is a fantasy that exists only on social media due to the backing of #Pakistan\xe2\x80\xa6',"[{'text': 'Sikh', 'indices': [35, 40]}, {'text': 'Pakistan', 'indices': [130, 139]}]",25,0,,india,[]
53,b'JatinPassi10',2020-10-03 04:05:15,"b""RT @SimranK60419840: Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan but\xe2\x80\xa6""","[{'text': 'Sikhs', 'indices': [107, 113]}, {'text': 'Khalistan', 'indices': [125, 135]}]",10,0,,भारत,[]
54,b'SimranK60419840',2020-10-03 03:59:45,"b""Can you see what is happening here in this photo? Yeah, this is the reality. The real #Sikhs don't want #Khalistan\xe2\x80\xa6 https://t.co/rLy4XRzuWT""","[{'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [104, 114]}]",10,28,,,"[{'url': 'https://t.co/rLy4XRzuWT', 'expanded_url': 'https://twitter.com/i/web/status/1312240898676158464', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
55,b'TopTrendsWatch',2020-10-03 03:48:31,b'Just started trending in Pakistan.\n\n#khalistan',"[{'text': 'khalistan', 'indices': [36, 46]}]",0,1,,Pakistan,[]
56,b'nagalandbot',2020-10-03 03:44:51,b'RT @naam_ka_ajeet: Very educational \n\n#Kashmir #Punjab #Khalistan #Nagaland \n\nhttps://t.co/Cr4GP2AZfe',"[{'text': 'Kashmir', 'indices': [38, 46]}, {'text': 'Punjab', 'indices': [47, 54]}, {'text': 'Khalistan', 'indices': [55, 65]}, {'text': 'Nagaland', 'indices': [66, 75]}]",1,0,,,"[{'url': 'https://t.co/Cr4GP2AZfe', 'expanded_url': 'https://youtu.be/FHMQx55jp8Y', 'display_url': 'youtu.be/FHMQx55jp8Y', 'indices': [78, 101]}]"
57,b'TopTrendsWatch',2020-10-03 03:30:04,"b'Trending Topics in Pakistan on 03-Oct-20, 08:30:04\n\n41 #thegroup\n42 #LovesickGirls\n43 #fridaymotivation\n44\xe2\x80\xa6 https://t.co/0LXDpqayaU'","[{'text': 'thegroup', 'indices': [55, 64]}, {'text': 'LovesickGirls', 'indices': [68, 82]}, {'text': 'fridaymotivation', 'indices': [86, 103]}]",0,0,,Pakistan,"[{'url': 'https://t.co/0LXDpqayaU', 'expanded_url': 'https://twitter.com/i/web/status/1312233431032631301', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]"
58,b'Idreesn42086253',2020-10-03 03:20:06,"b'RT @TopTrendsWatch: Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44 #studentsprotestwi\xe2\x80\xa6'","[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'thealbum', 'indices': [87, 96]}, {'text': 'fridaymotivation', 'indices': [100, 117]}]",10,0,,,[]
59,b'Idreesn42086253',2020-10-03 03:18:14,"b'RT @TopTrendsWatch: Trending Topics in Pakistan on 03-Oct-20, 06:30:04\n\n41 #thealbum\n42 #lovesickgirls\n43 #fridaymotivation\n44 #studentspro\xe2\x80\xa6'","[{'text': 'thealbum', 'indices': [75, 84]}, {'text': 'lovesickgirls', 'indices': [88, 102]}, {'text': 'fridaymotivation', 'indices': [106, 123]}]",5,0,,,[]
60,b'naam_ka_ajeet',2020-10-03 02:56:34,b'Very educational \n\n#Kashmir #Punjab #Khalistan #Nagaland \n\nhttps://t.co/Cr4GP2AZfe',"[{'text': 'Kashmir', 'indices': [19, 27]}, {'text': 'Punjab', 'indices': [28, 35]}, {'text': 'Khalistan', 'indices': [36, 46]}, {'text': 'Nagaland', 'indices': [47, 56]}]",1,0,,,"[{'url': 'https://t.co/Cr4GP2AZfe', 'expanded_url': 'https://youtu.be/FHMQx55jp8Y', 'display_url': 'youtu.be/FHMQx55jp8Y', 'indices': [59, 82]}]"
61,b'Muhamma29003241',2020-10-03 02:50:04,"b'RT @TopTrendsWatch: Trending Topics in Pakistan on 03-Oct-20, 04:30:05\n\n41 #COVID19\n42 #thealbum\n43 #fridaymotivation\n44 #studentsprotestwi\xe2\x80\xa6'","[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'thealbum', 'indices': [87, 96]}, {'text': 'fridaymotivation', 'indices': [100, 117]}]",10,0,,,[]
62,b'Muhamma29003241',2020-10-03 02:49:21,"b'RT @TopTrendsWatch: Trending Topics in Pakistan on 03-Oct-20, 06:30:04\n\n41 #thealbum\n42 #lovesickgirls\n43 #fridaymotivation\n44 #studentspro\xe2\x80\xa6'","[{'text': 'thealbum', 'indices': [75, 84]}, {'text': 'lovesickgirls', 'indices': [88, 102]}, {'text': 'fridaymotivation', 'indices': [106, 123]}]",5,0,,,[]
