,tweet,hashtags,label
102,save farmer cm gherao modi truck rally th sept solution farmersbill sfj,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ']",1
103,b account withhold india response legal demand learn,[],1
104,b account withhold india response legal demand learn,[],1
105,b account withhold india response legal demand learn,[],1
106,b account withhold india response legal demand learn,[],1
107,b account withhold india response legal demand learn,[],1
108,charm hour long discussion channel president shiromani akali dal amritsar,[],1
109,way stop modi agenda cm gherao modi truck rally th sept solution,"['Modi', 'TruckRally']",1
110,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
111,,['Khalistan'],1
112,sikh nation see real face not fool u anymore what,[],1
113,b gherao modi truck rally th sept cm dont want anything except want live l,"['Modi', 'TruckRally']",1
114,cm get ready gherao modi truck rally campaign th sept anti farmer bill pass,"['Modi', 'TruckRally']",1
115,cm gherao modi truck rally conduct th sept modi need sensitize punjab,"['Modi', 'TruckRally', 'punjab']",1
116,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
117,b support poor farmer think government see whats go try,[],1
118,cm gherao modi sept anti farmer bill bil increase problem p,['Modi'],1
119,khalistan solution leave u cm gherao modi truck rally th sept sol,"['Modi', 'TruckRally']",1
120,punjab haryana want independent separate homeland khalistan cm gherao modi truck rally,"['punjab', 'Haryana', 'khalistan', 'Modi', 'TruckRally']",1
121,cm make change farmer bill not solution solution farmersbill,['Farmersbill2020'],1
122,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
123,cm government let poor farmer fend time crisis,[],1
124,cm gherao modi truck rally th sept save farmer punjab haryana solution,"['Modi', 'TruckRally']",1
125,cm gherao modi truck rally farmer systematically force suicide khalistan bnao soluti,"['Modi', 'TruckRally', 'Khalistan']",1
126,cm gherao modi truck rally th sept solution farmersbill sfj,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ']",1
127,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
128,cm gherao modi truck rally th sept solution farmersbill sfj,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ']",1
129,b account withhold india response legal demand learn,[],1
130,b cm gherao modi truck rally th sept dont want anything except want live,"['Modi', 'TruckRally']",1
131,farmer gather outside modi residence new delhi farmersbill call reform bill wil,"['Modi', 'Farmersbill2020']",1
132,sikh nation see real face not fool u anymore what farmersbil,['Farmersbil'],1
133,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
134,cm solution farmersbill sfj khalistan register vote,"['Farmersbill2020', 'SFJ', 'Khalistan', 'Register2Vote2020']",1
135,sikh nation see real face not fool u anymore what,[],1
136,b account withhold india response legal demand learn,[],1
137,stop crocodile tear know puppet indian government no power thing punjab farm,['PunjabFarm'],1
138,farmer gather outside modi residence new delhi farmersbill call reform b,"['Modi', 'Farmersbill2020']",1
139,cm make change farmer bill not solution solution farmersbill,['Farmersbill2020'],1
140,stop crocodile tear know puppet indian government no power thing,[],1
141,b account withhold india response legal demand learn,[],1
142,cm get ready gherao modi truck rally campaign th sept anti farmer bill pass,"['Modi', 'TruckRally']",1
143,cm gherao modi truck rally th sept time show modi sikh fight r,"['Modi', 'TruckRally', 'Modi']",1
144,b account withhold india response legal demand learn,[],1
145,b trucker go reach delhi september there one solution thats farmer bill,[],1
146,punjab truck stop modi take justice gherao modi truck rally th sept solution farmersbill,"['Modi', 'TruckRally', 'Farmersbill2020']",1
147,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
148,cm farmer bad debt not pay loan solution,[],1
149,part rally save life ppor farmer stop enter cm gherao modi,['Modi'],1
150,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
151,b account withhold india response legal demand learn,[],1
152,ready gherao modi truck rally th september punjab haryana people want live independent life,['TruckRally'],1
153,khalistan zindabad modi let ur agenda,[],1
154,sept truck rally day gherao modi solution farmersbill sfj khalistan,"['TruckRally', 'Modi', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
155,people ask khalistan,['Khalistan'],1
156,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
157,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
158,pakistan eliminate sikh population decade kill rape abduction force marriage,"['Pakistan', 'Sikh']",1
159,b account withhold india response legal demand learn,[],1
160,b account withhold india response legal demand learn,[],1
161,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
162,cm disquiet not solution solution farmersbill sfj,"['Farmersbill2020', 'SFJ']",1
163,cm farmer bad debt not pay loan solution th,[],1
164,b cm dont fake don,[],1
165,cm amendment farmer bill not solution solution,[],1
166,cm make change farmer bill not solution solution,[],1
167,cm farmer bad debt not pay loan solution,[],1
168,b cm dont want bill want khalistan soluti,[],1
169,cm make change farmer bill not solution,[],1
170,cm farmer bad debt not pay loan solution,[],1
171,cm farmer commit suicide avoid pay loan solution,[],1
172,cm make change farmer bill not solution,[],1
173,cm solution farmersbill sfj khalistan register vote,"['Farmersbill2020', 'SFJ', 'Khalistan', 'Register2Vote2020']",1
174,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
175,b account withhold india response legal demand learn,[],1
176,cm farmer bad debt not pay loa,[],1
177,cm capt amarinder amp power doesn,[],1
178,b account withhold india response legal demand learn,[],1
179,b cm indian government isnt actually sincere poor farmer say yes,[],1
180,b account withhold india response legal demand learn,[],1
181,b cm dont fake don,['Farmersbill2020'],1
182,cm yearly farmer take life avoid pay loan soluti,[],1
183,seperate state khalistan need sikh farmer not save,['khalistan'],1
184,cm protest not solution want land solution farmersbill,['Farmersbill2020'],1
185,cm solution farmersbill sfj khalistan register vote,"['Farmersbill2020', 'SFJ', 'Khalistan', 'Register2Vote2020']",1
186,cm make change farmer bill not solution solution,[],1
187,b cm dont fake don,[],1
188,cm protest not solution solution,[],1
189,cm disquiet not solution solution farmersbill,['Farmersbill2020'],1
190,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
191,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
192,hope not plan promote khalistan movement,['Khalistan'],1
193,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
194,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
195,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
196,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
197,cm solution separate land farmersbill sfj khalistan,"['Farmersbill2020', 'SFJ', 'Khalistan']",1
198,cm make change farmer bill not solution solution,[],1
199,cm make change farmer bill not solution sol,[],1
200,cm not believe word solution,[],1
201,b cm dont want anything except want live life,[],1
202,b account withhold india response legal demand learn,[],1
203,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
204,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
205,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
206,farmersbill allready supressed fa,['Farmersbill2020'],1
207,cm farmer bad debt not,[],1
208,b cm every life important cruelty isnt,[],1
209,want farmer commit suicide farmersbill,['Farmersbill2020'],1
210,b cm dont fake don,[],1
211,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
212,b cm dont make false prom,[],1
213,b cm dont fake yo,[],1
214,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
215,sto,[],1
216,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
217,,[],1
218,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
219,cm,[],1
220,cm,[],1
221,,[],1
222,solution problem khalistan,['KHALISTAN'],1
223,want farmer commit suicide due kind anti farmer bill want,[],1
224,outrightly reject ideology separatism clear crystal khalistan ideology cannot,['Khalistan'],1
225,protest not solution solution farmersbill sfj khalistan,"['Farmersbill2020', 'SFJ', 'Khalistan']",1
226,farmer commit suicide punjab still pass law what,[],1
227,b account withhold india response legal demand learn,[],1
228,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
229,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
230,capt amarinder amp power doesn,[],1
231,b dont want anything except want live life way don,[],1
232,sikh nation decide future khalistan make one day,['khalistan'],1
233,b why cry,['Khalistan'],1
234,say no lollipop what farmersbill,['Farmersbill2020'],1
235,cm stop showoff don,[],1
236,cm protest not solution solution,[],1
237,b account withhold india response legal demand learn,[],1
238,farmer live miserable life want khalistan farmersbill sfj,"['Khalistan', 'Farmersbill2020', 'SFJ']",1
239,stop crocodile tear know puppet indian government no po,[],1
240,guyz not sincere sikh nation right khalistan,['khalistan'],1
241,say yes khalistan solution problem sfj farmersbill,"['Khalistan', 'SFJ', 'Farmersbill2020']",1
242,cm create drama nothing farmer gherao modi truck rally th sept solution,"['Modi', 'TruckRally']",1
243,nothing u what right u futur,[],1
244,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
245,cm gherao modi truck rally th sept support poor farmer stop modi solution farmersbill,"['Modi', 'TruckRally', 'Farmersbill2020']",1
246,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
247,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
248,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
249,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
250,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
251,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
252,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
253,farmer protest ambala army cavalcade block pro khalistan slogan raise cavalcade ar,[],1
254,b account withhold india response legal demand learn,[],1
255,time cm gherao modi truck rally th sept solution farmersbill sfj khalistan regist,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan', 'Regist']",1
256,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
257,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
258,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
259,b time cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
260,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
261,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
262,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
263,mr pannun door door campaign go super failure like campaign nah,"['Pannun', 'door', 'Nah']",1
264,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
265,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
266,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
267,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
268,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
269,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
270,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
271,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
272,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
273,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
274,b account withhold india response legal demand learn,[],1
275,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
276,sfj gunda gang launch another application google play store which motive spread hate among sikh,"['Hate', 'Sikh']",1
277,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
278,pannun please grow stop woo sikh community terror money real sikh not weak gree,"['Pannun', 'SikhCommunity', 'Terror', 'RealSikhs']",1
279,why sf j late program rail roko big flop show no sikh ever interest join sf j khalistan,"['SFJ', 'RailRoko', 'Sikh', 'SFJ', 'Khalistan']",1
280,sfj gunda gang launch another application google play store which motive spread hate among,['Hate'],1
281,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
282,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
283,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
284,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
285,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
286,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
287,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
288,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
289,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
290,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
291,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
292,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
293,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
294,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
295,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
296,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",1
297,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
298,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
299,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
300,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
301,basically pannun try hard make maximum money november know what khalistan alread,"['Pannun', 'November', 'Khalistan']",1
302,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
303,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",1
304,pannun khalistani stooge also say dont want support khalistan terror drama,"['Pannun', 'KhalistaniStooges', 'Khalistan']",1
305,,"['Kashmir_With_India', 'ShameOnSFJ', 'ShameOnPannun', 'Khalis']",1
306,charm hour long discussion channel president shiromani akali dal amritsar,[],1
307,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
308,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
309,b account withhold india response legal demand learn,[],1
310,b account withhold india response legal demand learn,[],1
311,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
312,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
313,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
314,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
315,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
316,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
317,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
318,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
319,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
320,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe,"['Khalistan', 'Minorities']",1
321,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
322,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
323,b account withhold india response legal demand learn,[],1
324,charm hour long discussion channel president shiromani akali dal amritsar,[],1
325,b account withhold india response legal demand learn,[],1
326,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],1
327,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",1
